Segment Histogram:
63511621 63511636 5.15
63513882 63513948 6.77
63515731 63515740 6.58
63520462 63520547 9.53
63521070 63521093 5.34
63521833 63521835 5.17
63521998 63522040 7.21
63522173 63522185 6.94
63522961 63522969 5.79
63523163 63523172 5.57
63523474 63523521 7.99
63524029 63524043 5.46
63525643 63525681 6.97
63525981 63525985 6.70
63529179 63529193 6.46
63529684 63529695 7.05
63531853 63531868 5.24
63532552 63532556 5.70
63533110 63533132 5.60
63533333 63533345 6.84
63534159 63534188 8.00
63534474 63534488 5.46
63535712 63535729 6.76
63535874 63535944 6.80
63536668 63536689 5.77
63538046 63538081 6.70
63538599 63538646 5.04
63539245 63539251 7.23
63540950 63540997 7.94
63541529 63541609 6.51
63543328 63543339 7.10
63543420 63543438 7.46
63543841 63543856 6.24
63544590 63544641 5.18
63545230 63545243 7.58
63546221 63546263 5.21
63546513 63546529 6.98
63547621 63547622 5.39
63549134 63549154 6.12
63551221 63551280 5.51
63551536 63551581 8.46
63552010 63552011 5.39
63552906 63552958 9.76
63553064 63553078 5.42
63553409 63553410 5.39
63554804 63554827 5.34
63554975 63555008 6.13
63557007 63557027 7.07
63557233 63557321 5.83
63558572 63558600 8.30
63558684 63558688 5.70
63562113 63562210 6.71
63567264 63567291 6.48
63567884 63567906 8.60
63568515 63568534 6.28
63570283 63570290 6.01
63570452 63570478 5.69
63570552 63570603 5.08
63570722 63570723 5.39
63571307 63571312 5.45
63571729 63571742 8.63
63574224 63574227 5.96
63577249 63577257 6.79
63577747 63577753 8.23
63578637 63578659 5.64
63578817 63578833 6.93
63578948 63578983 10.58
63580435 63580444 5.57
63581224 63581253 7.10
63582430 63582432 5.17
63582539 63582586 6.85
63583096 63583098 5.17
63584349 63584387 5.16
63585687 63585696 6.53
63587250 63587257 6.01
63587708 63587715 7.92
63588173 63588175 5.17
63588890 63588892 5.17
63590037 63590051 6.41
63594436 63594444 7.79
63594637 63594642 5.48
63596106 63596124 6.55
63596854 63596856 5.17
63597641 63597674 8.09
63598668 63598689 6.81
63598988 63599042 7.34
63600855 63600893 6.97
63602254 63602256 6.13
63603341 63603358 5.77
63603667 63603695 6.25
63603755 63603762 6.05
63603894 63603919 8.99
63604845 63604863 6.56
63605531 63605563 5.44
63605826 63605836 6.36
63606312 63606313 5.39
63607322 63607325 5.91
63608164 63608191 5.48
63611627 63611634 5.06
63612732 63612738 6.27
63613126 63613147 7.76
63613772 63613783 5.14
63615738 63615752 6.46
63615971 63616019 7.82
63618703 63618724 6.82
63618790 63618854 5.19
63619027 63619043 7.94
63619397 63619427 7.83
63619667 63619668 5.39
63620772 63620798 5.73
63621317 63621334 5.81
63623927 63623939 5.88
63624538 63624551 5.68
63624971 63625001 6.89
63626628 63626689 5.02
63626783 63626792 6.53
63628902 63628904 5.17
63630652 63630662 6.31
63631813 63631843 5.79
63632043 63632098 7.23
63632392 63632396 5.70
63632476 63632512 7.44
63632832 63632869 9.09
63633312 63633324 7.84
63634132 63634143 5.14
63634408 63634430 5.55
63635263 63635290 6.52
63636810 63636837 5.57
63643620 63643624 5.70
63645664 63645734 6.81
63646751 63646760 5.57
63647723 63647749 6.69
63648399 63648419 6.99
63652880 63652904 5.21
63656473 63656482 6.53
63656972 63656973 5.39
63657655 63657719 10.07
63657825 63657853 5.36
63660483 63660521 8.96
63662224 63662226 6.18
63664070 63664071 5.39
63664192 63664207 6.25
63665140 63665254 5.88
63666078 63666131 6.71
63666648 63666655 5.05
63670438 63670457 5.29
63670716 63670726 5.37
63671628 63671641 8.63
63672159 63672170 6.10
63672858 63672885 8.43
63673776 63673796 5.13
63675011 63675027 7.89
63675218 63675225 6.96
63676603 63676679 6.41
63676872 63676892 7.07
63677739 63677750 5.14
63678793 63678809 5.02
63679072 63679079 5.05
63679638 63679679 5.37
63680651 63680652 5.39
63680783 63680795 6.89
63680988 63681021 5.19
63682243 63682309 7.76
63682450 63682452 6.18
63683123 63683149 5.78
63685697 63685718 6.81
63686828 63686862 9.87
63687855 63687860 5.48
63688950 63688956 5.27
63689966 63689972 5.31
63690166 63690205 10.71
63691449 63691460 7.05
63695447 63695497 5.30
63696646 63696670 7.21
63698302 63698303 5.39
63700899 63700925 8.60
63701407 63701418 8.11
63701806 63701831 5.04
63702032 63702065 5.19
63703229 63703243 8.42
63705134 63705138 6.70
63705454 63705501 7.90
63706405 63706422 6.72
63706526 63706551 11.91
63707644 63707659 6.19
63708400 63708410 5.41
63709194 63709199 9.39
63709368 63709377 5.59
63709542 63709558 5.94
63711051 63711065 6.41
63711521 63711594 6.24
63711972 63712025 6.69
63713634 63713684 8.21
63715236 63715237 5.39
63715317 63715327 6.31
63718634 63718644 5.36
63718880 63718943 7.55
63719440 63719460 6.03
63719516 63719527 6.11
63719856 63719886 11.75
63721083 63721089 5.27
63721247 63721262 6.24
63721512 63721540 6.30
63721973 63722053 6.60
63722427 63722433 5.27
63722625 63722626 5.39
63725721 63725732 10.01
63727140 63727158 5.54
63727504 63727510 5.27
63727790 63727828 6.98
63728834 63728858 6.26
63729151 63729181 7.80
63729411 63729426 5.20
63730572 63730579 6.05
63730759 63730763 5.70
63731717 63731730 6.62
63733597 63733608 7.05
63735316 63735343 5.51
63735707 63735719 6.84
63736480 63736507 11.33
63737592 63737598 7.18
63738831 63738850 6.28
63739175 63739228 8.47
63739362 63739369 5.05
63741014 63741017 5.96
63741213 63741234 6.86
63741269 63741334 5.07
63741879 63741919 5.69
63744087 63744125 6.06
63745586 63745620 5.93
63745695 63745696 5.39
63746827 63746844 9.58
63747375 63747379 5.70
63749157 63749163 5.27
63749416 63749424 5.79
63750113 63750136 6.43
63751675 63751725 7.34
63752053 63752117 5.19
63752368 63752403 6.72
63752481 63752496 5.25
63754476 63754568 9.89
63755157 63755158 5.39
63757077 63757090 5.67
63758431 63758433 5.17
63759078 63759085 6.01
63759436 63759456 5.08
63760991 63761023 6.31
63761409 63761424 5.15
63762752 63762753 5.39
63763807 63763819 5.94
63764118 63764168 6.35
63770845 63770887 5.11
63771402 63771503 8.72
63773523 63773526 5.91
63774507 63774589 5.18
63776136 63776143 5.10
63777502 63777537 7.71
63778301 63778324 5.43
63780517 63780524 6.96
63780755 63780765 5.42
63782356 63782360 8.61
63782696 63782731 8.62
63783344 63783409 5.02
63787474 63787507 7.14
63788602 63788621 9.24
63789008 63789015 6.96
63794978 63794985 6.96
63798270 63798304 6.96
63800740 63800747 5.10
63801085 63801100 5.15
63801157 63801167 5.37
63801236 63801263 5.48
63802825 63802832 5.05
63805478 63805506 5.30
63806050 63806051 5.39
63806191 63806225 5.88
63807193 63807222 6.14
63807475 63807497 6.59
63809336 63809341 5.48
63809878 63809925 5.04
63811426 63811455 6.99
63811885 63811890 5.48
63815823 63815852 7.96
63816424 63816427 6.87
63819783 63819843 9.96
63820363 63820365 5.17
63820878 63820907 6.91
63821221 63821285 5.29
63821902 63821924 6.56
63822747 63822774 8.43
63822922 63822949 5.48
63823214 63823277 7.36
63823469 63823480 5.19
63825023 63825046 6.38
63827203 63827251 10.54
63827579 63827602 6.38
63828795 63828862 11.37
63829039 63829044 5.48
63831251 63831289 8.07
63832051 63832063 6.84
63832693 63832720 5.60
63834599 63834609 6.36
63836628 63836656 6.27
63837769 63837789 9.05
63840463 63840484 5.82
63840841 63840865 6.16
63842169 63842180 5.14
63843836 63843843 7.01
63845490 63845513 5.34
63845719 63845742 6.43
63846066 63846118 11.77
63846548 63846595 6.14
63847751 63847787 9.36
63849550 63849583 6.13
63850141 63850146 5.48
63850579 63850592 8.63
63850837 63850875 6.11
63851114 63851135 6.91
63855185 63855187 5.17
63855658 63855690 7.41
63856116 63856118 7.13
63856601 63856646 6.56
63857232 63857338 6.69
63857752 63857761 5.57
63858075 63858098 5.47
63858453 63858454 5.39
63858683 63858725 7.06
63859339 63859353 6.41
63860749 63860776 5.53
63863776 63863780 5.70
63864191 63864232 8.36
63865077 63865083 5.27
63865408 63865430 5.60
63865806 63865846 8.49
63867892 63867938 9.17
63867984 63868049 7.01
63868421 63868511 6.41
63870088 63870094 6.22
63870293 63870339 5.20
63870457 63870469 5.93
63871794 63871802 5.79
63872354 63872383 6.14
63872545 63872552 5.05
63872824 63872831 6.96
63872937 63872938 6.39
63873521 63873546 6.95
63875831 63875835 5.70
63876669 63876687 8.41
63877153 63877173 5.13
63878521 63878582 10.65
63880193 63880200 5.01
63882683 63882693 7.27
63884524 63884577 8.57
63885460 63885463 5.91
63885672 63885684 7.84
63886798 63886815 6.76
63887143 63887167 6.22
63893929 63893935 6.22
63894425 63894437 6.89
63895403 63895417 5.51
63896053 63896102 6.55
63896146 63896204 5.61
63896375 63896422 7.00
63898882 63898885 5.96
63898927 63898935 8.71
63899624 63899667 6.89
63901244 63901248 7.66
63901297 63901333 8.45
63903884 63903950 5.85
63904060 63904091 6.61
63905833 63905873 8.58
63906276 63906287 6.15
63906515 63906566 6.04
63906853 63906901 6.85
63908952 63908959 6.96
63909285 63909291 5.27
63913823 63913830 5.05
63916553 63916578 9.87
63917840 63917875 5.75
63918019 63918059 5.58
63920642 63920644 6.13
63920704 63920766 9.58
63923163 63923246 8.84
63923514 63923538 5.21
63924238 63924255 7.72
63926643 63926658 6.24
63926834 63926860 5.78
63929864 63929867 5.91
63930234 63930274 11.36
63930330 63930343 6.62
63931859 63931916 11.69
63932579 63932594 7.24
63933546 63933557 5.15
63933632 63933679 6.03
63934060 63934082 7.60
63935351 63935357 5.27
63935462 63935467 5.48
63936654 63936662 6.75
63940882 63940908 5.74
63942634 63942635 5.39
63943080 63943086 5.27
63943214 63943225 6.10
63943547 63943552 6.49
63944041 63944055 6.50
63945427 63945447 7.02
63945736 63945749 6.67
63946791 63946854 5.60
63948006 63948015 5.57
63948789 63948798 6.58
63951392 63951403 6.15
63951877 63951903 5.73
63955111 63955151 5.64
63955399 63955401 6.13
63955948 63955951 5.91
63956739 63956751 5.88
63958676 63958710 6.98
63958863 63958878 5.24
63959632 63959644 6.84
63960158 63960177 11.15
63961577 63961600 6.39
63962054 63962061 5.05
63964682 63964714 6.40
63965880 63965905 7.91
63968683 63968698 5.24
63970713 63970758 7.37
63971659 63971676 6.82
63972625 63972630 6.44
63972983 63972986 5.97
63973263 63973282 5.33
63973909 63973910 5.39
63974454 63974470 6.98
63976428 63976444 6.93
63977404 63977413 8.49
63978192 63978242 7.34
63978338 63978366 5.31
63978543 63978549 5.27
63980158 63980190 10.30
63981238 63981251 5.72
63982443 63982499 6.01
63983837 63983887 5.49
63984187 63984197 5.36
63985072 63985110 5.07
63985878 63985880 6.13
63985927 63985955 6.27
63986501 63986516 6.19
63987443 63987454 9.01
63988138 63988157 6.33
63988781 63988788 7.97
63989625 63989639 5.45
63989800 63989801 5.39
63990567 63990569 5.17
63992171 63992173 5.17
63993744 63993794 6.43
63995641 63995652 5.14
63995727 63995751 5.22
63996870 63996877 5.05
63997391 63997417 6.69
63997944 63997965 5.82
63998693 63998708 7.15
63998832 63998877 5.45
64000789 64000839 7.39
64001812 64001813 5.39
64002571 64002578 5.05
64003180 64003203 7.49
64004487 64004505 5.51
64005308 64005314 6.27
64005915 64005925 6.36
64006092 64006107 7.20
64006190 64006196 5.27
64007079 64007085 5.27
64008660 64008717 6.74
64010024 64010026 5.17
64010430 64010476 8.25
64012744 64012769 5.99
64013043 64013071 6.27
64013625 64013635 7.27
64014117 64014125 5.84
64014182 64014217 5.75
64015510 64015547 9.18
64017184 64017225 8.29
64019471 64019472 5.39
64019594 64019666 7.37
64025206 64025237 5.67
64025503 64025511 6.76
64027496 64027552 7.96
64029194 64029199 6.44
64032404 64032411 5.10
64033875 64033883 6.75
64034705 64034729 6.16
64039606 64039616 5.32
64039837 64039844 7.92
64040182 64040189 5.05
64041640 64041660 6.13
64041797 64041814 5.76
64042117 64042151 6.88
64042693 64042731 5.02
64044203 64044208 6.49
64044551 64044634 6.02
64045295 64045307 7.84
64045511 64045516 5.48
64046030 64046040 6.31
64047314 64047325 5.14
64048040 64048044 5.70
64048421 64048426 5.48
64049199 64049201 5.17
64049336 64049364 6.27
64050850 64050856 5.27
64051394 64051407 5.68
64051889 64051895 6.27
64053527 64053549 5.65
64054419 64054542 6.93
64054714 64054716 5.17
64055178 64055200 6.61
64055643 64055658 5.15
64056294 64056345 6.22
64056859 64056861 5.17
64058903 64058945 5.21
64060561 64060570 6.53
64061203 64061227 5.17
64061318 64061345 6.52
64062716 64062758 8.16
64062926 64062933 6.05
64062997 64063054 7.83
64063103 64063129 9.64
64065291 64065318 6.52
64065418 64065449 9.48
64065506 64065566 7.14
64066032 64066048 5.03
64066946 64066974 6.32
64068238 64068251 5.72
64068706 64068721 5.24
64069677 64069690 6.62
64070547 64070576 5.95
64070679 64070687 5.84
64071807 64071824 5.81
64074115 64074119 5.70
64074818 64074838 8.03
64075129 64075139 5.27
64077183 64077187 5.70
64078344 64078415 6.68
64078936 64078947 5.11
64079033 64079047 5.45
64079317 64079362 6.51
64079637 64079639 5.17
64079715 64079722 5.06
64079764 64079765 5.39
64080038 64080052 6.46
64080507 64080527 6.07
64084237 64084251 6.46
64086273 64086284 6.15
64086617 64086631 5.42
64087375 64087383 5.79
64088508 64088536 6.30
64088639 64088652 8.58
64088813 64088828 6.19
64089892 64089894 6.18
64090635 64090646 5.14
64090905 64090978 6.17
64091240 64091252 6.89
64091682 64091696 7.41
64092279 64092337 5.63
64092421 64092422 5.39
64092453 64092462 5.59
64092990 64093009 5.33
64093281 64093291 6.31
64093916 64093955 5.85
64094564 64094611 5.08
64094764 64094766 5.17
64095410 64095479 6.02
64096834 64096864 5.74
64098137 64098178 7.37
64099097 64099099 5.17
64099514 64099563 6.47
64100308 64100335 6.47
64101632 64101639 5.05
64102121 64102127 5.27
64103805 64103816 5.14
64104138 64104167 6.09
64104425 64104484 10.13
64107041 64107056 5.30
64107868 64107878 5.36
64108108 64108118 6.33
64110702 64110708 6.22
64111098 64111103 7.44
64111334 64111335 5.39
64111533 64111561 6.30
64112157 64112171 7.36
64112286 64112293 5.05
64116961 64116973 5.94
64117109 64117125 7.94
64117212 64117217 5.48
64117643 64117657 5.45
64117905 64117924 7.24
64118545 64118557 6.84
64119246 64119266 5.08
64121742 64121757 5.30
64122700 64122715 5.30
64122991 64123012 5.82
64123181 64123183 5.17
64123740 64123760 5.16
64123825 64123851 7.73
64123962 64124028 5.75
64127816 64127838 6.64
64129963 64129984 7.81
64132573 64132613 5.64
64134449 64134476 5.56
64135697 64135776 7.73
64137484 64137491 6.96
64138194 64138197 5.91
64139580 64139587 6.96
64140133 64140160 7.49
64141408 64141410 6.13
64142025 64142060 6.62
64142178 64142185 5.05
64142416 64142453 5.23
64143409 64143498 8.44
64146122 64146131 5.62
64146410 64146421 5.11
64146551 64146552 5.39
64147247 64147276 6.00
64147639 64147666 6.53
64149123 64149247 6.63
64150751 64150772 7.76
64150897 64150943 6.20
64151033 64151087 7.48
64151360 64151362 5.17
64151605 64151612 5.01
64153213 64153221 5.79
64155320 64155343 5.39
64157294 64157330 5.45
64157714 64157764 6.43
64162577 64162597 6.03
64163776 64163798 7.60
64163897 64163923 5.74
64164030 64164051 5.82
64164306 64164325 5.34
64165371 64165376 6.44
64165791 64165815 7.21
64167974 64167990 5.03
64171988 64171994 5.27
64172239 64172265 6.60
64173894 64173899 5.48
64175815 64175826 6.15
64178201 64178205 5.70
64178325 64178337 5.90
64180466 64180472 5.27
64182388 64182390 5.17
64184572 64184576 5.70
64185223 64185224 5.39
64185273 64185329 5.96
64187487 64187506 6.38
64187805 64187820 6.19
64188493 64188506 7.58
64188875 64188913 9.02
64190337 64190372 5.76
64190574 64190578 5.70
64192821 64192823 6.18
64193912 64193951 5.84
64194904 64194917 6.62
64195369 64195404 7.71
64195748 64195766 5.54
64196731 64196773 5.16
64196923 64196950 5.53
64197389 64197404 5.20
64197454 64197502 7.74
64197774 64197775 5.39
64199309 64199343 7.91
64199417 64199429 5.88
64200386 64200468 6.14
64200726 64200735 5.57
64201146 64201170 6.16
64202024 64202071 5.07
64203797 64203848 5.13
64204863 64204866 5.91
64205182 64205199 5.81
64207072 64207106 5.02
64207377 64207383 5.27
64207619 64207620 5.39
64207983 64208024 10.37
64209418 64209434 5.98
64209665 64209671 5.31
64210704 64210707 5.91
64211148 64211165 5.76
64211241 64211243 6.13
64214703 64214734 6.48
64215166 64215191 5.99
64215689 64215719 5.82
64216369 64216371 5.17
64217063 64217108 9.42
64217397 64217402 5.48
64217569 64217573 6.70
64218320 64218336 6.04
64218720 64218729 5.57
64219295 64219344 5.60
64220418 64220478 7.09
64220518 64220519 5.39
64221379 64221398 6.38
64222170 64222221 7.11
64223632 64223652 6.12
64224050 64224051 5.39
64225421 64225430 6.58
64226365 64226411 8.20
64226521 64226598 6.26
64227676 64227677 5.39
64227808 64227824 8.89
64228074 64228086 6.84
64228607 64228638 5.70
64229645 64229670 5.86
64229754 64229759 5.48
64230379 64230441 11.49
64231259 64231274 7.20
64232572 64232579 6.01
64232938 64232944 5.28
64234310 64234313 5.96
64235185 64235230 6.51
64235807 64235822 6.19
64235967 64235969 6.18
64236530 64236541 6.11
64238179 64238194 6.19
64238405 64238427 5.60
64239324 64239363 7.72
64240025 64240049 6.17
64240377 64240382 6.44
64242332 64242339 6.01
64244087 64244102 5.20
64244346 64244360 5.50
64244782 64244784 5.17
64245421 64245441 7.07
64246059 64246060 5.39
64247630 64247636 5.27
64248177 64248220 6.04
64248251 64248280 6.04
64248396 64248399 5.91
64248996 64249019 6.38
64249356 64249396 5.59
64250345 64250380 5.70
64251735 64251764 5.05
64252493 64252548 6.23
64254581 64254583 6.18
64254930 64254999 13.80
64255156 64255165 5.57
64255533 64255535 5.17
64256188 64256192 9.60
64257515 64257526 6.06
64257871 64257882 6.10
64258826 64258839 5.72
64260224 64260234 5.41
64260491 64260492 5.39
64260753 64260760 5.05
64261424 64261498 7.90
64264116 64264140 5.17
64264298 64264302 7.66
64264383 64264392 5.57
64264897 64264926 8.00
64265037 64265044 6.05
64266165 64266186 5.90
64266580 64266610 7.83
64266840 64266869 8.92
64268319 64268326 6.01
64270542 64270554 8.85
64270732 64270737 5.48
64272202 64272262 8.05
64273526 64273531 6.44
64273847 64273852 5.48
64273979 64273993 5.42
64274812 64274820 8.75
64275527 64275553 7.61
64275602 64275633 9.43
64278111 64278118 5.01
64280164 64280265 7.68
64281578 64281645 6.50
64286039 64286041 6.13
64286238 64286243 5.48
64286448 64286454 5.33
64287425 64287427 5.17
64287560 64287603 5.90
64288181 64288191 6.31
64288948 64288981 7.18
64289161 64289220 7.26
64289706 64289729 5.47
64290290 64290297 6.01
64291806 64291813 5.06
64291867 64291883 7.94
64292033 64292050 5.76
64292237 64292252 6.19
64292977 64293029 8.74
64293157 64293243 5.27
64293407 64293415 5.84
64295984 64296076 9.75
64296992 64297040 7.81
64298600 64298601 5.39
64298787 64298839 5.92
64299018 64299086 19.02
64299577 64299581 6.65
64301575 64301617 6.23
64302423 64302427 5.70
64302557 64302627 11.59
64303697 64303708 5.15
64303861 64303874 5.68
64304923 64304958 5.71
64305573 64305617 5.72
64307624 64307667 6.85
64308887 64308950 8.44
64309557 64309581 6.13
64309996 64310000 5.70
64310079 64310089 6.36
64310481 64310537 7.96
64311681 64311687 5.27
64312637 64312665 5.35
64314984 64315005 5.82
64315891 64315989 6.51
64316634 64316636 6.13
64319415 64319420 5.48
64320737 64320761 8.07
64321101 64321108 6.01
64321247 64321272 6.04
64321347 64321389 5.24
64322087 64322088 5.39
64325985 64325999 6.46
64327778 64327794 6.02
64328241 64328279 5.11
64328944 64328948 6.65
64329832 64329845 5.67
64330454 64330456 6.13
64330777 64330785 6.75
64333906 64333921 5.25
64334455 64334480 5.99
64335740 64335744 5.70
64335953 64335961 5.79
64336415 64336416 5.39
64336683 64336702 5.33
64337398 64337402 6.70
64337962 64337965 5.91
64340118 64340129 5.14
64340564 64340566 6.18
64341272 64341326 5.44
64342141 64342168 5.56
64343314 64343335 5.87
64344445 64344447 5.17
64345516 64345536 5.08
64346287 64346342 6.27
64346488 64346497 5.57
64348447 64348520 5.25
64350128 64350154 7.61
64352777 64352806 6.10
64353108 64353160 5.86
64353925 64353954 6.10
64355489 64355514 6.95
64355759 64355762 5.91
64356022 64356037 13.97
64356375 64356408 5.14
64358797 64358806 5.57
64359032 64359051 5.33
64360537 64360551 5.46
64361280 64361362 7.18
64361584 64361611 8.38
64364522 64364582 5.18
64365993 64366008 5.20
64366987 64366993 5.27
64368483 64368513 6.83
64369475 64369480 5.48
64370768 64370793 7.91
64374050 64374099 8.51
64374731 64374760 5.08
64375061 64375066 5.48
64376863 64376870 5.05
64377392 64377399 5.05
64379368 64379369 5.39
64379815 64379841 5.79
64382383 64382414 5.66
64382920 64382928 5.84
64383540 64383547 6.01
64385668 64385717 6.52
64386975 64386993 5.64
64389192 64389229 6.27
64390476 64390495 5.39
64392019 64392075 5.05
64392426 64392481 6.21
64393436 64393449 6.64
64393644 64393674 8.82
64395462 64395510 7.81
64396643 64396646 5.91
64397415 64397416 5.39
64398109 64398148 5.89
64398265 64398293 7.26
64399338 64399348 5.42
64403982 64403984 9.08
64404223 64404275 6.92
64406022 64406033 6.10
64407517 64407526 5.54
64408850 64408870 5.11
64409375 64409377 5.17
64409443 64409444 5.39
64409539 64409553 5.46
64411435 64411490 6.21
64411850 64411875 5.04
64414011 64414012 5.39
64414742 64414747 5.48
64416453 64416527 9.91
64416690 64416722 8.32
64416906 64416929 8.34
64417725 64417727 5.17
64419287 64419309 6.56
64420975 64420984 5.57
64422536 64422558 6.74
64423008 64423023 7.15
64423607 64423624 7.72
64425405 64425509 5.26
64427008 64427019 6.10
64427881 64427891 5.36
64428090 64428121 5.67
64429211 64429242 6.48
64429545 64429552 5.11
64430565 64430570 7.49
64431123 64431155 5.45
64431269 64431274 6.44
64431636 64431640 6.70
64432261 64432285 5.27
64433937 64433986 6.65
64436416 64436425 5.62
64436967 64436971 5.70
64437428 64437429 5.39
64438031 64438041 5.37
64438170 64438195 5.00
64438344 64438429 8.31
64439973 64440000 6.43
64440566 64440590 5.17
64440911 64440942 5.66
64442143 64442153 5.32
64442519 64442523 6.70
64442596 64442597 5.39
64443035 64443049 7.36
64444488 64444495 7.01
64444716 64444740 6.16
64445113 64445140 5.57
64447593 64447601 6.79
64447918 64447931 9.54
64448002 64448013 6.15
64448538 64448553 7.15
64450376 64450400 8.12
64451100 64451102 5.17
64451262 64451277 6.24
64451479 64451485 6.27
64452890 64452893 5.91
64455801 64455813 7.84
64456824 64456854 5.88
64457483 64457519 5.59
64457977 64457982 7.44
64458458 64458473 6.24
64458932 64458943 8.01
64460052 64460079 6.43
64461562 64461595 5.24
64462595 64462596 6.39
64463304 64463352 5.73
64467136 64467198 11.53
64467807 64467866 6.37
64468116 64468134 6.46
64470778 64470794 5.03
64471300 64471307 5.05
64471682 64471759 10.26
64473132 64473161 6.04
64474313 64474329 5.99
64476023 64476032 5.62
64477780 64477805 5.99
64478015 64478060 5.45
64479389 64479469 5.56
64479556 64479558 5.17
64480191 64480264 7.17
64480427 64480430 6.92
64481685 64481700 5.24
64482653 64482679 6.70
64484876 64484916 5.63
64489296 64489299 5.91
64490411 64490416 5.48
64490520 64490572 5.87
64491683 64491713 6.78
64492174 64492184 5.27
64493169 64493177 5.79
64493353 64493368 5.20
64493752 64493781 5.05
64496202 64496219 6.73
64497319 64497322 5.91
64497384 64497401 6.68
64497896 64497941 6.41
64502851 64502896 5.47
64502968 64502982 6.46
64503634 64503654 9.98
64505833 64505842 7.49
64505906 64505940 5.96
64507439 64507476 7.23
64510827 64510904 9.11
64513098 64513147 5.61
64513902 64513922 5.08
64515007 64515014 5.06
64515783 64515828 6.47
64516067 64516069 5.17
64517253 64517282 5.05
64517395 64517413 5.54
64517930 64517945 6.19
64518483 64518496 7.63
64521334 64521362 7.17
64521572 64521590 5.59
64522695 64522704 10.49
64524517 64524537 7.02
64524908 64524931 5.42
64525005 64525014 6.53
64526764 64526789 8.86
64527258 64527273 6.19
64528483 64528489 5.27
64528726 64528754 5.35
64529664 64529693 5.05
64530321 64530341 8.08
64531809 64531912 6.58
64533054 64533063 5.59
64534208 64534233 7.94
64537033 64537044 5.14
64537155 64537170 5.24
64537935 64537936 5.39
64538713 64538719 6.22
64539002 64539063 5.94
64540642 64540651 6.58
64540709 64540745 8.45
64541414 64541424 6.31
64541827 64541828 6.39
64542305 64542348 6.89
64542464 64542473 7.53
64542564 64542602 6.11
64542975 64542981 5.27
64543735 64543737 5.17
64545067 64545083 5.13
64545181 64545209 6.30
64545340 64545342 5.17
64546178 64546184 5.28
64546426 64546428 6.18
64547651 64547660 6.53
64547945 64548023 6.12
64548863 64548978 8.71
64550161 64550217 7.00
64551194 64551227 6.19
64552626 64552632 6.27
64553155 64553189 6.84
64553666 64553685 5.34
64553796 64553813 7.77
64554336 64554356 5.13
64554947 64554973 6.70
64555589 64555590 5.39
64557552 64557561 6.53
64558156 64558216 9.01
64558622 64558628 8.18
64559077 64559083 5.27
64560251 64560270 5.29
64560940 64560947 5.01
64562371 64562376 5.48
64563451 64563456 6.44
64563856 64563875 5.38
64564140 64564154 7.36
64564793 64564808 7.16
64565311 64565317 9.17
64565456 64565458 5.17
64566428 64566446 7.50
64566486 64566523 5.23
64567653 64567664 5.20
64569289 64569324 6.67
64569379 64569408 5.05
64569929 64569950 8.72
64571452 64571461 6.53
64571556 64571559 5.91
64571640 64571717 7.29
64572618 64572687 11.80
64574425 64574455 5.88
64574577 64574638 7.79
64576151 64576158 5.05
64576782 64576802 6.07
64577581 64577606 5.96
64579900 64579905 5.48
64583926 64583928 5.17
64584155 64584193 5.11
64584422 64584439 6.76
64584568 64584570 6.13
64585235 64585251 5.07
64587003 64587013 5.36
64588615 64588617 5.17
64588726 64588742 6.98
64588855 64588875 7.04
64589853 64589900 6.04
64591440 64591457 6.72
64592085 64592089 5.70
64593499 64593504 6.44
64594567 64594578 8.01
64594794 64594798 5.70
64597761 64597804 6.89
64597858 64597917 5.31
64598220 64598261 5.33
64598330 64598380 6.29
64598564 64598622 5.53
64601822 64601829 5.05
64604119 64604146 5.51
64604655 64604672 5.76
64605247 64605257 6.28
64606056 64606082 6.70
64607045 64607051 6.22
64607677 64607711 8.78
64608021 64608058 6.19
64608166 64608168 5.17
64608735 64608746 5.15
64609249 64609273 6.16
64609791 64609847 5.96
64610596 64610623 7.47
64610806 64610812 6.27
64611099 64611130 6.56
64612968 64612985 5.81
64616347 64616348 5.39
64616630 64616665 5.70
64616785 64616789 5.70
64617825 64617851 5.74
64617998 64618004 5.31
64618588 64618631 10.77
64619202 64619213 6.10
64623480 64623505 6.04
64625014 64625108 12.20
64626513 64626519 6.22
64626702 64626705 5.91
64628236 64628294 7.49
64628372 64628390 8.46
64628728 64628738 7.37
64629563 64629565 5.17
64629642 64629685 9.79
64630302 64630402 9.16
64630470 64630510 7.54
64630734 64630758 6.21
64632534 64632595 7.80
64634433 64634476 8.75
64635509 64635526 5.72
64636456 64636489 8.15
64636635 64636657 7.65
64639399 64639474 5.69
64640784 64640820 5.50
64641299 64641346 7.03
64641533 64641535 5.17
64644668 64644704 8.36
64645979 64645980 5.39
64646045 64646086 6.37
64647185 64647244 7.31
64648606 64648652 7.15
64648831 64648855 6.26
64649346 64649359 5.67
64649407 64649413 7.27
64650361 64650365 5.70
64651113 64651124 6.10
64651309 64651373 7.15
64652957 64652976 5.24
64653677 64653680 5.91
64655143 64655171 5.31
64655478 64655491 6.67
64655565 64655566 5.39
64655917 64655923 5.27
64656448 64656454 5.27
64657124 64657128 6.65
64657691 64657719 7.26
64658353 64658355 5.17
64658625 64658654 5.10
64658904 64658923 6.30
64659419 64659441 5.60
64660932 64660934 6.13
64663135 64663210 5.69
