Segment Histogram:
76833687 76833689 5.17
76833776 76833807 6.62
76833968 76834005 8.23
76834433 76834452 6.33
76836353 76836367 5.45
76837605 76837612 5.05
76839226 76839246 5.16
76839366 76839377 6.11
76839435 76839519 6.61
76839619 76839638 5.38
76841188 76841229 5.36
76841324 76841325 5.39
76842185 76842204 6.30
76842278 76842325 5.13
76843048 76843084 8.45
76843950 76843996 5.25
76845446 76845450 5.70
76846282 76846336 7.30
76847299 76847369 11.77
76847405 76847459 6.35
76848115 76848129 5.46
76848265 76848280 5.20
76849863 76849923 7.01
76850028 76850064 6.44
76851794 76851814 5.08
76853134 76853152 5.56
76854918 76854970 5.82
76855049 76855066 5.82
76856065 76856132 5.45
76856484 76856491 5.05
76857078 76857132 5.49
76857242 76857243 6.39
76858395 76858411 5.08
76859647 76859686 5.90
76860856 76860862 5.27
76861292 76861294 5.17
76863101 76863148 7.95
76863489 76863520 7.57
76864419 76864464 5.42
76865977 76866008 5.62
76866284 76866314 5.87
76866457 76866469 5.88
76866857 76866860 5.91
76868348 76868385 7.10
76869332 76869410 7.91
76869522 76869532 6.36
76869793 76869794 5.39
76871201 76871220 7.24
76871377 76871526 9.96
76875178 76875188 6.28
76875270 76875320 11.18
76875654 76875696 6.11
76876216 76876223 6.01
76876334 76876400 5.75
76877318 76877320 6.13
76878699 76878738 6.71
76879010 76879045 7.67
76879147 76879176 6.10
76879258 76879286 5.31
76879805 76879822 5.76
76880103 76880108 6.49
76880210 76880253 5.90
76881320 76881322 5.17
76884726 76884767 6.28
76885201 76885237 6.40
76885320 76885460 7.96
76886182 76886184 5.17
76887719 76887728 5.57
76889309 76889352 6.90
76891100 76891146 5.30
76892345 76892402 5.79
76894250 76894261 8.01
76895377 76895404 8.38
76899910 76899934 8.12
76900567 76900722 6.83
76902646 76902660 7.42
76902871 76902883 5.88
76904299 76904310 6.16
76905906 76905934 6.30
76906232 76906271 10.62
76906851 76906887 6.45
76906986 76907013 6.43
76908340 76908363 5.43
76908392 76908396 6.65
76909234 76909267 8.09
76910724 76910759 8.57
76911277 76911296 5.33
76914309 76914410 5.86
76915003 76915025 6.56
76915359 76915555 10.45
76915842 76915853 6.10
76916802 76916821 5.29
76918288 76918308 8.03
76920425 76920454 6.96
76920971 76920998 7.44
76921187 76921227 5.49
76921330 76921358 8.21
76924662 76924680 6.51
76924793 76924827 7.97
76925206 76925214 6.81
76926523 76926571 6.78
76930706 76930777 5.59
76931045 76931198 17.89
76931798 76931813 13.97
76931895 76931944 6.61
76933412 76933477 8.84
76937231 76937306 5.83
76937431 76937540 5.09
76937870 76937892 6.59
76939159 76939177 6.51
76940715 76940767 5.77
76940810 76940828 6.55
76940887 76940926 6.80
76941936 76942012 5.66
76943912 76943920 5.79
76944783 76944796 5.68
76948100 76948110 7.27
76948322 76948350 5.26
76948651 76948667 8.94
76949026 76949028 6.13
76950205 76950241 8.40
76950287 76950310 6.38
76950388 76950415 7.49
76951122 76951131 5.57
76951219 76951232 5.67
76953262 76953269 5.10
76954723 76954732 5.57
76955054 76955077 5.39
76958693 76958762 5.20
76958929 76958967 8.97
76960135 76960141 5.27
76961637 76961643 7.23
76961919 76961936 7.72
76964814 76964820 5.27
76966920 76966992 8.33
76972057 76972126 6.07
76973812 76973844 8.27
76973970 76974014 7.73
76975059 76975086 5.53
76975767 76975798 7.58
76976684 76976740 5.01
76976836 76976871 8.57
76977889 76977956 9.32
76980252 76980274 5.55
76980456 76980461 5.49
76982426 76982458 5.45
76982515 76982556 6.28
76982657 76982672 5.25
76983119 76983164 5.47
76983307 76983321 5.51
76984201 76984221 5.13
76985654 76985700 5.25
76986192 76986215 8.40
76986385 76986427 9.93
76986686 76986708 5.55
76987659 76987704 6.42
76987817 76987823 5.27
76988273 76988295 6.59
76988710 76988720 7.27
76989698 76989733 5.62
76992089 76992096 5.06
76992398 76992455 8.79
76993904 76993922 5.51
76994946 76994960 5.37
76995594 76995625 9.48
76996197 76996205 6.75
76997606 76997628 5.55
76997994 76997999 5.48
76998204 76998312 8.21
76999883 76999961 7.04
77000299 77000312 6.62
77002986 77003019 7.14
77003639 77003698 7.27
77003863 77003873 6.31
77004727 77004767 6.63
77006426 77006445 5.39
77006567 77006582 5.20
77006688 77006729 6.37
77007017 77007024 8.97
77008511 77008529 7.46
77009446 77009493 7.98
77011495 77011520 5.00
77012603 77012667 8.01
77013881 77013911 6.78
77014024 77014065 5.33
77015157 77015159 5.17
77015418 77015470 5.87
77015581 77015632 5.13
77016645 77016646 5.39
77018022 77018051 5.05
77019777 77019793 6.02
77024972 77024991 5.29
77025660 77025667 5.05
77026128 77026152 5.17
77027084 77027096 5.88
77027844 77027870 10.64
77029237 77029253 5.02
77029786 77029789 6.92
77029946 77029956 6.36
77030718 77030759 6.37
77031094 77031174 5.61
77035140 77035194 6.39
77035245 77035254 5.49
77035315 77035325 6.31
77036244 77036262 5.60
77036479 77036514 5.66
77037608 77037726 8.07
77037842 77037854 5.90
77039086 77039150 5.10
77041364 77041380 5.02
77042910 77042915 5.54
77042981 77042985 5.75
77044066 77044073 6.01
77044225 77044247 6.64
77044642 77044690 5.82
77046195 77046231 5.45
77046580 77046634 8.38
77048720 77048728 5.80
77051412 77051500 11.65
77051646 77051716 6.72
77053703 77053704 5.39
77055049 77055103 5.53
77055168 77055259 5.05
77058239 77058273 5.93
77058374 77058413 5.76
77059381 77059427 7.16
77059453 77059472 5.33
77060476 77060503 8.38
77060603 77060636 7.09
77060788 77060823 6.67
77061818 77061834 5.02
77062126 77062130 5.70
77063045 77063065 6.08
77063284 77063309 6.91
77067028 77067043 5.20
77067164 77067165 5.39
77067611 77067644 6.14
77067719 77067795 7.42
77067933 77067978 5.50
77069415 77069458 5.85
77070452 77070489 6.19
77071264 77071281 7.67
77073201 77073207 5.31
77074248 77074255 5.05
77074818 77074858 6.45
77076929 77076931 5.17
77077628 77077684 5.96
77078730 77078737 6.01
77079571 77079589 5.54
77082255 77082259 5.70
77083029 77083046 5.77
77083595 77083622 5.51
77085549 77085626 10.18
77085674 77085764 11.14
77087142 77087153 6.10
77087491 77087520 6.04
77088385 77088401 5.03
77088481 77088670 13.71
77088724 77088768 8.55
77091436 77091452 5.94
77092748 77092919 13.88
77092963 77093006 6.84
77093564 77093589 5.99
77094900 77094931 5.57
77095319 77095330 5.14
77095471 77095510 8.76
77098437 77098443 6.22
77098759 77098761 5.17
77100483 77100506 6.39
77100955 77100959 5.70
77100997 77101048 6.04
77104135 77104213 9.95
77107424 77107437 6.67
77107820 77107988 8.76
77108113 77108115 6.13
77109416 77109455 7.79
77110554 77110585 5.57
77111302 77111309 5.05
77111785 77111865 6.62
77112808 77112823 6.19
77113949 77113967 6.50
77116007 77116049 8.07
77116968 77117023 9.05
77118604 77118640 5.45
77119516 77119527 7.05
77119644 77119647 6.92
77120394 77120408 5.42
77120457 77120467 5.32
77121305 77121335 7.84
77121454 77121493 5.90
77122567 77122583 5.02
77123881 77123886 6.44
77124888 77124955 7.45
77125734 77125773 5.84
77125846 77125847 5.39
77126626 77126658 5.45
77127512 77127519 6.01
77129881 77129931 5.34
77133356 77133425 7.92
77133450 77133451 5.39
77134046 77134054 6.75
77135496 77135502 6.23
77135649 77135675 5.79
77136022 77136024 6.13
77138170 77138173 5.91
77139217 77139229 5.94
77141422 77141426 6.70
77141998 77142015 5.81
77142483 77142485 6.13
77144423 77144424 5.39
77144622 77144638 5.94
77145547 77145562 5.20
77146086 77146087 6.39
77146656 77146688 9.36
77147474 77147506 6.40
77147922 77147961 5.85
77149873 77149979 5.83
77150080 77150153 6.07
77151445 77151501 12.83
77151831 77151833 5.17
77152282 77152297 5.28
77152592 77152608 5.03
77154204 77154363 7.73
77157210 77157260 9.24
77157486 77157532 13.00
77157607 77157633 5.74
77159014 77159018 7.71
77159699 77159721 6.69
77163771 77163924 6.07
77164185 77164241 5.91
77164572 77164591 5.24
77165386 77165410 9.08
77166223 77166257 5.93
77166668 77166682 8.37
77167354 77167411 5.79
77167564 77167566 5.17
77168087 77168122 8.68
77168591 77168615 5.12
77170471 77170507 8.41
77170574 77170627 7.60
77174909 77174910 5.39
77177746 77177801 8.19
77178849 77178881 6.35
77179596 77179600 6.65
77181935 77181941 7.23
77182423 77182454 5.66
77182745 77182754 5.57
77184630 77184662 5.40
77185460 77185475 7.15
77185667 77185694 6.43
77186078 77186083 6.49
77186359 77186393 5.98
77187820 77187849 6.04
77188601 77188611 5.36
77188714 77188762 6.73
77188847 77188893 5.25
77191913 77191938 6.96
77192052 77192102 5.39
77193314 77193320 5.27
77194187 77194208 6.87
77196689 77196705 6.02
77200747 77200752 7.49
77203077 77203117 6.63
77207984 77207994 6.28
77214468 77214535 6.41
77217861 77217916 6.13
77218117 77218153 7.44
77219254 77219302 8.60
77219673 77219729 7.96
77221166 77221173 7.97
77226097 77226112 6.25
77226468 77226493 7.95
77228729 77228801 6.37
77229944 77229961 7.72
77230048 77230076 6.32
77230659 77230705 6.26
77232616 77232652 6.45
77233211 77233221 5.32
77235373 77235382 5.57
77235519 77235535 5.02
77237878 77237919 6.46
77238033 77238060 8.35
77239210 77239211 5.39
77239745 77239777 5.36
77240502 77240509 5.05
77245971 77246022 8.99
77252482 77252491 5.54
77253748 77253750 6.13
77253872 77253874 6.18
77254015 77254021 5.27
77254872 77254953 6.30
77256048 77256063 5.25
77256158 77256198 6.50
77257324 77257366 6.26
77258006 77258039 6.14
77258069 77258073 6.70
77259070 77259103 5.14
77259938 77259939 6.39
77260299 77260313 5.42
77261014 77261038 7.08
77261720 77261795 7.73
77262045 77262078 5.09
77262268 77262280 5.88
77262633 77262687 5.49
77266124 77266142 5.54
77266521 77266525 5.70
77266669 77266678 5.62
77267436 77267476 5.64
77273189 77273215 9.55
77273649 77273651 7.13
77274293 77274307 6.42
77275951 77275965 6.46
77276846 77276848 5.17
77277118 77277120 5.17
77278225 77278243 5.54
77280275 77280310 5.86
77282907 77282959 8.77
77283048 77283082 7.97
77284470 77284484 5.42
77286023 77286036 5.58
77286197 77286239 5.23
77286650 77286657 6.01
77288397 77288425 5.31
77289393 77289420 5.48
77290895 77291020 9.42
77291181 77291212 5.62
77291471 77291473 6.13
77292429 77292525 5.17
77295987 77296026 5.76
77296141 77296150 5.62
77298754 77298759 5.48
77298953 77298972 5.29
77300864 77300875 5.14
77302896 77302916 5.03
77305698 77305712 6.46
77306384 77306408 5.17
77307214 77307215 5.39
77307737 77307747 7.38
77308965 77308967 5.17
77309282 77309324 6.21
77309853 77309892 8.76
77310047 77310061 6.41
77310994 77311026 6.36
77311109 77311228 9.61
77313013 77313055 5.16
77313914 77313957 10.82
77314073 77314080 6.01
77316399 77316425 5.74
77317097 77317131 8.88
77317628 77317638 7.32
77320611 77320647 5.45
77320750 77320767 5.72
77321328 77321414 5.47
77321727 77321784 5.70
77322154 77322167 5.68
77322474 77322494 6.13
77323475 77323502 5.57
77323656 77323694 6.02
77324084 77324099 5.24
77325874 77325875 5.39
77326175 77326192 6.68
77326840 77326851 5.14
77327323 77327362 8.77
77329739 77329850 6.47
77330310 77330337 6.53
77330401 77330416 6.19
77330512 77330575 5.49
77331764 77331784 5.13
77335357 77335379 5.60
77335728 77335760 5.40
77338290 77338293 5.91
77338927 77338960 6.10
77339850 77339918 6.19
77340171 77340195 6.17
77342061 77342067 5.27
77342158 77342189 6.61
77342713 77342728 7.11
77346973 77347011 7.01
77347757 77347784 5.57
77349518 77349536 6.50
77350045 77350057 5.80
77350144 77350210 12.53
77353304 77353358 6.39
77353883 77353907 9.13
77356133 77356165 10.30
77356371 77356391 5.03
77356975 77356992 5.77
77357317 77357465 5.38
77357620 77357635 5.15
77358563 77358570 5.05
77359082 77359084 5.17
77359203 77359243 6.55
77359323 77359387 7.10
77359540 77359585 7.51
77359807 77359817 7.33
77360031 77360090 8.23
77360535 77360547 5.88
77362245 77362330 5.49
77364657 77364700 5.98
77365821 77365871 5.30
77367587 77367626 5.84
77368424 77368431 5.05
77368611 77368633 6.61
77371091 77371145 8.34
77372792 77372862 5.85
77376806 77376815 5.57
77376881 77376883 5.17
77378811 77378925 5.02
77378984 77379002 7.50
77379225 77379247 5.65
77380636 77380641 6.49
77384791 77384837 5.16
77387611 77387618 6.01
77388122 77388165 7.85
77389555 77389595 6.55
77391672 77391712 9.41
77393010 77393014 6.65
77395066 77395103 6.24
77395925 77395933 5.80
77397114 77397159 9.28
77400230 77400241 5.19
77401480 77401494 5.45
77401658 77401672 6.41
77402377 77402410 6.10
77402575 77402695 6.63
77403218 77403230 5.90
77404225 77404258 8.10
77404784 77404792 6.75
77406119 77406138 6.25
77408942 77409003 8.83
77409613 77409654 6.33
77410003 77410041 7.03
77410168 77410195 5.43
77410709 77410736 6.52
77410812 77410852 9.49
77413808 77413826 5.54
77415077 77415128 7.11
77416495 77416643 10.16
77417923 77417941 5.60
77420003 77420009 5.27
77420579 77420621 5.24
77420743 77420760 5.82
77420831 77420890 6.37
77420975 77421000 5.96
77424450 77424494 12.51
77424603 77424639 5.50
77425451 77425519 6.37
77426170 77426183 6.54
77427270 77427274 6.65
77428052 77428080 5.36
77429200 77429204 5.70
77429906 77429912 7.23
77433077 77433093 5.03
77433255 77433258 5.91
77433881 77433892 5.11
77438935 77438960 5.05
77439750 77439779 6.05
77440744 77440768 6.21
77442750 77442792 7.20
77444097 77444148 12.90
77445067 77445068 6.39
77445717 77445728 5.20
77446492 77446563 8.51
77447977 77447998 5.87
77449817 77449853 5.55
77450262 77450338 11.33
77450423 77450426 5.91
77450583 77450620 8.15
77450893 77450906 7.68
77453029 77453086 6.79
77453258 77453311 10.48
77455070 77455075 5.48
77455736 77455795 5.31
77456004 77456009 6.50
77457398 77457430 6.26
77457624 77457770 10.59
77458092 77458111 5.29
77460006 77460042 5.53
77460766 77460790 6.22
77461805 77461900 5.29
77463228 77463313 8.45
77464442 77464451 8.44
77464905 77464967 8.59
77466517 77466542 6.99
77468935 77468981 6.24
77470001 77470020 8.20
77470382 77470384 5.17
77471186 77471197 5.20
77471923 77471950 5.53
77471975 77471987 7.79
77473202 77473277 6.64
77473545 77473639 5.36
77475306 77475349 6.85
77476576 77476613 5.23
77476932 77476945 5.67
77477263 77477287 5.22
77477533 77477557 8.12
77478166 77478196 5.87
77478548 77478586 8.93
77478786 77478826 5.54
77480534 77480549 6.20
77481092 77481093 5.39
77483961 77483967 5.28
77485130 77485146 5.03
77485880 77485900 5.13
77486716 77486721 5.49
77488174 77488177 5.91
77489043 77489057 6.41
77489383 77489440 5.75
77489501 77489527 9.60
77489878 77489887 5.62
77490717 77490823 7.83
77492361 77492406 6.51
77493162 77493182 5.08
77495004 77495011 6.01
77497330 77497402 5.33
77498333 77498349 5.94
77500849 77500868 5.29
77501502 77501517 6.25
77501829 77501835 5.27
77502238 77502265 6.53
77504872 77504898 6.73
77505059 77505131 6.43
77505375 77505387 6.85
77505519 77505527 6.75
77506484 77506496 6.89
77507662 77507822 7.47
77508810 77508909 6.34
77509323 77509330 5.05
77510766 77510770 6.70
77511390 77511396 5.27
77512843 77512844 5.39
77514403 77514454 7.09
77516435 77516491 8.83
77518148 77518175 5.53
77518804 77518812 6.75
77521227 77521256 6.05
77526183 77526216 5.09
77526364 77526405 5.41
77527666 77527668 8.14
77527985 77527996 5.06
77528094 77528155 7.88
77528201 77528231 5.88
77529610 77529618 6.75
77529912 77529915 5.02
77533211 77533222 5.14
77535374 77535375 5.39
77535872 77535893 7.78
77536001 77536053 7.78
77536671 77536687 5.07
77539183 77539186 6.92
77541512 77541520 6.75
77541687 77541694 6.05
77542240 77542264 5.22
77544943 77544944 5.39
77545081 77545123 5.21
77549159 77549160 5.39
77550501 77550543 5.21
77553733 77553948 8.16
77554919 77554935 6.98
77555260 77555261 6.39
77556874 77556888 5.42
77557242 77557269 8.49
77557847 77557885 5.97
77558871 77558907 6.45
77559139 77559207 6.32
77560416 77560463 7.00
77560604 77560609 7.44
77565807 77565828 6.86
77566030 77566041 5.11
77566086 77566166 6.52
77566676 77566765 5.53
77567528 77567530 7.13
77567600 77567608 5.79
77568389 77568430 6.32
77570380 77570413 7.14
77570947 77570954 5.06
77571317 77571332 5.20
77571402 77571443 5.33
77576059 77576102 6.89
77576729 77576795 5.80
77577246 77577302 6.97
77579410 77579415 5.48
77579550 77579583 5.24
77580018 77580027 6.53
77580672 77580704 8.31
77584790 77584875 5.53
77587364 77587397 6.13
77587456 77587474 6.61
77587545 77587573 9.13
77590415 77590443 5.31
77590540 77590600 6.10
77592085 77592121 5.45
77592569 77592570 6.39
77596058 77596253 8.66
77597055 77597066 5.11
77599321 77599361 6.64
77599608 77599622 6.37
77599880 77599910 5.82
77600457 77600510 7.61
77600839 77600870 5.57
77601306 77601336 6.83
77601539 77601572 6.10
77602393 77602427 5.93
77603246 77603266 5.08
77603308 77603369 6.84
77605108 77605121 5.68
77606525 77606543 6.56
77606794 77606819 5.95
77607136 77607171 7.67
77607254 77607273 5.29
77607370 77607395 5.05
77610045 77610120 6.69
77610727 77610728 5.39
77611805 77611830 6.91
77613336 77613387 5.18
77614319 77614324 5.48
77616056 77616078 10.60
77616374 77616387 5.67
77617353 77617385 8.26
77618192 77618197 6.44
77619252 77619260 12.61
77620221 77620260 7.80
77622230 77622272 6.16
77622362 77622386 6.21
77623492 77623512 5.13
77625396 77625417 8.82
77625759 77625795 5.45
77626343 77626420 10.25
77626467 77626507 7.60
77626663 77626694 6.48
77628123 77628177 5.39
77629456 77629484 5.31
77629522 77629546 6.13
77630025 77630035 6.33
77630271 77630294 7.39
77630721 77630746 6.91
77631145 77631165 6.08
77633107 77633141 7.84
77633228 77633333 9.81
77633507 77633523 5.08
77633703 77633742 6.71
77633813 77633830 6.72
77634195 77634248 11.47
77634872 77634878 6.22
77637112 77637119 5.01
77638070 77638160 8.32
77638916 77638918 6.13
77639726 77639733 5.05
77640116 77640122 5.27
77642517 77642524 6.01
77642766 77642824 11.31
77642945 77642967 8.55
77646096 77646126 5.82
77646627 77646683 5.96
77647054 77647074 5.13
77647244 77647250 5.28
77647682 77647748 8.62
77648005 77648007 5.17
77648985 77649005 5.13
77650731 77650762 5.62
77651092 77651116 5.17
77652599 77652610 5.15
77653624 77653656 5.45
77653992 77654017 5.00
77654097 77654129 7.45
77656501 77656514 5.68
77657370 77657375 6.44
77657475 77657499 6.22
77658637 77658664 6.52
77659874 77659913 7.77
77659999 77660021 6.69
77660285 77660293 6.75
77660406 77660436 7.78
77662222 77662249 5.48
77663010 77663024 5.42
77663134 77663191 10.75
77665160 77665175 7.15
77665418 77665436 10.42
77666114 77666125 6.06
77668468 77668487 5.24
77669542 77669552 5.42
77672445 77672447 5.17
77674550 77674554 7.66
77674606 77674630 7.21
77674750 77674787 5.18
77674906 77674955 6.52
77678761 77678769 7.70
77679349 77679379 5.87
77679922 77679960 6.01
77679990 77680376 25.36
77680660 77680680 6.12
77681342 77681372 5.88
77681481 77681546 6.08
77681935 77681944 7.50
77682355 77682385 5.84
77682970 77682971 5.39
77688023 77688067 5.73
77688370 77688389 7.29
77689095 77689096 5.39
77689239 77689256 5.81
77690792 77690808 5.02
77691380 77691394 5.50
77692027 77692041 5.42
77693396 77693446 5.39
77693681 77693751 7.77
77696444 77696449 7.39
77696541 77696563 6.65
77696944 77696983 9.71
77697078 77697101 5.39
77698630 77698650 5.13
77699883 77699965 6.09
77700375 77700422 6.09
77701159 77701166 6.02
77702771 77702782 7.05
77703675 77703726 7.12
77706337 77706396 5.36
77706860 77706891 5.52
77707802 77707857 7.22
77710384 77710394 5.32
77710569 77710621 6.78
77711318 77711319 5.39
77713534 77713548 5.50
77715376 77715377 5.39
77715915 77715934 5.29
77717780 77717781 5.39
77718973 77719041 5.38
77719356 77719371 5.20
77719841 77719932 6.06
77720935 77720954 5.38
77721548 77721568 7.04
77721667 77721713 5.29
77722008 77722062 5.39
77723401 77723409 6.75
77723593 77723596 8.88
77726002 77726017 5.20
77726876 77726888 5.88
77730224 77730242 5.51
77734311 77734367 10.87
77734499 77734551 5.87
77735135 77735229 5.51
77736596 77736598 5.17
77740548 77740562 5.46
77740603 77740618 5.28
77740691 77740718 6.53
77743785 77743794 5.57
77743867 77743874 5.01
77745120 77745122 5.17
77745944 77745945 5.39
77746752 77746763 6.10
77747364 77747406 5.11
77747625 77747808 8.34
77749375 77749403 8.28
77750888 77750956 5.28
77751663 77751683 6.08
77751773 77751810 5.28
77752679 77752736 5.79
77753762 77753794 8.22
77755866 77755868 6.13
77757078 77757086 6.79
77757948 77757961 5.68
77759317 77759324 6.01
77759713 77759731 7.54
77760706 77760712 5.27
77760811 77760829 5.51
77761760 77761792 6.36
77762036 77762059 5.48
77762141 77762374 16.94
77764334 77764342 5.84
77765281 77765333 6.82
77765433 77765478 6.47
77766286 77766363 5.30
77767234 77767241 6.01
77768188 77768201 5.72
77768249 77768348 7.20
77768384 77768431 11.04
77770386 77770399 5.67
77770945 77770964 5.33
77771475 77771517 7.07
77772522 77772545 6.47
77772918 77772942 5.22
77773058 77773068 6.31
77773323 77773333 6.36
77775223 77775254 6.56
77777026 77777028 5.17
77778151 77778165 5.37
77778252 77778321 8.02
77779218 77779268 9.24
77781187 77781196 6.53
77783713 77783728 6.30
77786036 77786039 6.87
77786575 77786599 6.17
77787677 77787694 7.68
77790774 77790798 7.21
77790897 77790912 5.20
77791038 77791144 7.78
77791210 77791249 5.76
77792009 77792074 10.88
77793108 77793109 5.39
77794949 77794962 5.72
77795487 77795501 5.46
77795799 77795814 8.20
77801207 77801213 6.22
77801305 77801358 7.60
77801705 77801718 6.67
77802836 77802843 6.96
77802940 77803028 5.75
77803104 77803149 5.47
77806983 77807022 5.90
77807076 77807089 5.63
77807595 77807710 10.48
77810904 77810913 5.57
77814003 77814046 5.98
77814099 77814149 6.25
77814534 77814549 5.20
77814825 77814830 5.48
77815356 77815362 6.22
77816287 77816315 5.21
77817317 77817378 5.94
77817834 77817885 6.18
77818763 77818796 5.09
77818858 77818931 8.02
77820358 77820375 10.64
77820976 77820995 6.25
77821665 77821705 9.46
77822762 77822782 6.03
77822903 77822907 6.65
77824761 77824765 6.65
77830414 77830524 10.74
77832424 77832473 8.46
77834185 77834208 5.48
77835509 77835511 5.17
77835877 77835880 6.92
77836575 77836604 5.10
77837151 77837163 6.90
77838863 77838907 5.63
77839530 77839550 7.09
77839759 77839807 5.76
77840046 77840080 5.83
77840320 77840345 7.87
77843443 77843463 7.09
77844228 77844230 5.17
77845832 77845836 6.70
77846090 77846106 5.94
77846245 77846256 5.06
77847769 77847835 12.49
77848441 77848475 5.02
77849690 77849750 5.05
77850322 77850327 5.48
77851659 77851689 5.84
77852547 77852596 7.57
77852970 77853024 6.39
77853107 77853131 9.03
77853569 77853593 6.16
77854164 77854212 6.78
77854504 77854523 6.34
77855726 77855727 5.39
77856018 77856054 7.36
77856879 77856922 5.90
77858221 77858233 5.88
77858299 77858324 9.82
77859132 77859136 6.65
77859219 77859233 5.51
77862304 77862358 8.29
77862624 77862651 7.43
77862813 77862855 8.06
77864871 77864885 5.51
77864968 77864970 6.13
77865245 77865279 5.98
77866125 77866163 5.02
77866264 77866314 10.26
77867497 77867530 5.14
77867850 77867858 6.76
77869025 77869034 6.53
77869396 77869407 5.11
77875457 77875462 5.48
77877509 77877535 9.55
77877830 77877862 5.45
77879142 77879151 7.49
77879744 77879791 5.94
77880450 77880505 7.09
77880580 77880647 9.44
77881447 77881485 5.16
77881591 77881613 7.55
77882383 77882385 6.13
77886211 77886231 6.08
77886366 77886448 8.96
77888196 77888198 5.17
77888290 77888360 5.91
77889262 77889277 5.25
77890346 77890365 5.29
77890914 77890939 8.91
77891239 77891266 5.56
77891559 77891566 6.01
77891886 77891948 7.57
77894524 77894527 5.91
77896373 77896387 6.41
77896820 77896849 9.02
77898059 77898093 5.02
77898216 77898285 5.07
77900395 77900414 5.38
77900879 77900923 5.68
77901260 77901261 5.39
77901936 77901975 10.63
77903255 77903274 5.38
77904836 77904855 5.34
77905173 77905181 5.80
77907291 77907313 6.61
77908465 77908494 8.00
77909634 77909677 5.98
77910674 77910684 8.32
77912456 77912471 6.20
77913235 77913243 5.84
77913578 77913579 5.39
77913960 77913974 5.46
77914687 77914716 5.14
77915350 77915414 7.09
77915504 77915569 11.80
77915715 77915730 5.20
77916919 77916952 6.18
77917077 77917085 6.75
77918311 77918352 7.32
77921481 77921526 6.47
77925214 77925223 6.53
77926257 77926260 5.91
77928558 77928584 5.78
77929764 77929795 7.58
77931986 77932005 8.26
77932850 77932863 5.72
77933386 77933392 5.27
77934954 77934986 7.32
77935500 77935501 5.39
77936652 77936663 5.15
77937394 77937498 6.07
77940812 77940826 5.45
77941007 77941039 8.36
77943188 77943195 6.01
77943546 77943592 7.15
77943695 77943707 5.80
77944223 77944294 8.55
77945279 77945302 5.42
77946623 77946630 6.01
77948205 77948219 5.45
77949094 77949147 5.56
77952662 77952756 7.36
77953232 77953270 7.97
77955720 77955752 9.26
77959188 77959189 5.39
77959703 77959708 5.48
77961261 77961274 7.63
77963490 77963516 7.69
77964875 77964878 5.91
77965964 77965980 6.93
77966938 77967000 8.62
77967588 77967607 6.39
77967687 77967733 5.30
77967894 77967930 7.44
77970346 77970367 5.85
77970738 77970769 5.57
77972274 77972287 5.63
77973778 77973812 5.02
77974016 77974029 5.63
77974892 77974952 5.05
77975194 77975195 6.39
77977530 77977539 5.59
77980994 77981008 6.41
77981445 77981504 5.36
77981848 77981862 5.42
77983634 77983685 5.32
77986084 77986093 5.57
77987857 77987876 5.29
77987984 77988049 7.02
77988092 77988165 9.98
77988277 77988305 5.36
77988458 77988460 5.17
77991658 77991664 5.28
77992368 77992401 6.19
77992974 77993045 7.55
77996125 77996159 6.93
77996515 77996561 5.35
77996903 77996905 5.17
77997169 77997185 5.99
77997304 77997314 6.31
77997535 77997567 5.36
77997659 77997685 5.73
77998388 77998395 6.02
77998905 77998906 5.39
77999395 77999448 5.65
78000342 78000409 6.41
78002046 78002069 5.39
78002375 78002381 6.22
78002776 78002846 6.80
78003843 78003875 8.31
78004021 78004022 5.39
78006533 78006571 8.93
78007568 78007596 8.21
78007899 78007900 5.39
78008101 78008142 9.23
78008242 78008300 8.53
78008696 78008708 6.84
78009170 78009206 6.49
78010464 78010473 8.49
78011335 78011427 5.94
78014864 78014932 9.28
78015559 78015578 5.24
78018400 78018508 5.35
78018574 78018610 5.45
78024704 78024706 5.17
78024952 78024978 5.73
78027005 78027022 6.73
78027717 78027779 6.71
78030153 78030172 7.24
78032572 78032587 6.25
78032640 78032659 5.38
78033844 78033850 5.28
78034842 78034847 5.48
78035327 78035392 9.88
78036293 78036356 5.46
78036415 78036420 7.39
78039198 78039230 5.31
78039844 78039848 5.70
78041744 78041768 7.17
78043742 78043759 6.72
78043879 78043895 5.02
78044364 78044416 6.91
78044632 78044635 5.96
78044899 78044920 5.85
78045481 78045501 7.99
78045567 78045573 7.24
78045622 78045623 5.39
78047012 78047041 5.19
78050523 78050540 7.67
78050918 78051053 10.18
78051432 78051461 5.05
78052107 78052122 7.11
78052803 78052853 9.22
78054624 78054625 5.39
78067793 78067794 5.39
78069413 78069459 9.20
78069521 78069539 5.51
78072182 78072188 6.22
78072998 78073011 6.62
78073207 78073213 5.28
78075593 78075687 6.55
78076486 78076503 5.76
78078649 78078667 5.51
78080201 78080227 6.70
78081624 78081638 5.45
78081965 78081978 5.58
78082357 78082387 16.39
78084619 78084633 6.46
78085778 78085782 5.70
78087668 78087672 5.70
78090582 78090593 5.11
78091153 78091185 5.36
78091493 78091528 7.61
78095378 78095414 5.50
78095669 78095695 5.73
78099055 78099066 5.11
78099147 78099165 5.59
78102253 78102268 6.20
78103371 78103397 5.73
78104313 78104320 5.01
78104798 78104826 5.26
78104923 78104947 7.13
